ZONA,TIPO_DELITO,FECHA_INICIO,AÑO,MES,SEMANA,TOTAL_DELITOS_REAL,TOTAL_DELITOS_PREDICHO,ERROR_ABSOLUTO,ERROR_PORCENTUAL,TIPO_MODELO
Metropolitana,VIOLENCIA_INTRAFAMILIAR,2023-11-13,2023,11,46,70,68.8,1.2,1.72,INDIVIDUAL
García-Rovira,DELITO_SEXUAL,2023-11-13,2023,11,46,2,2.05,0.05,2.38,INDIVIDUAL
Vélez,DELITO_SEXUAL,2023-11-20,2023,11,47,4,4.31,0.31,7.65,INDIVIDUAL
Guanentá,DELITO_SEXUAL,2023-11-20,2023,11,47,3,3.01,0.01,0.28,INDIVIDUAL
Vélez,HURTO,2023-11-20,2023,11,47,1,1.0,0.0,0.18,INDIVIDUAL
Soto Norte,HURTO,2023-11-20,2023,11,47,1,1.0,0.0,0.07,POR_TIPO
García-Rovira,DELITO_SEXUAL,2023-11-20,2023,11,47,1,0.98,0.02,1.58,INDIVIDUAL
García-Rovira,VIOLENCIA_INTRAFAMILIAR,2023-11-20,2023,11,47,1,1.02,0.02,1.77,INDIVIDUAL
Metropolitana,VIOLENCIA_INTRAFAMILIAR,2023-11-20,2023,11,47,56,59.35,3.35,5.98,INDIVIDUAL
Yariguíes,VIOLENCIA_INTRAFAMILIAR,2023-11-20,2023,11,47,27,32.93,5.93,21.98,INDIVIDUAL
Yariguíes,DELITO_SEXUAL,2023-11-20,2023,11,47,8,7.88,0.12,1.52,INDIVIDUAL
Vélez,VIOLENCIA_INTRAFAMILIAR,2023-11-20,2023,11,47,9,8.84,0.16,1.83,INDIVIDUAL
Comunera,VIOLENCIA_INTRAFAMILIAR,2023-11-20,2023,11,47,8,6.12,1.88,23.48,INDIVIDUAL
Comunera,DELITO_SEXUAL,2023-11-20,2023,11,47,2,1.88,0.12,5.97,INDIVIDUAL
Guanentá,VIOLENCIA_INTRAFAMILIAR,2023-11-20,2023,11,47,4,3.95,0.05,1.31,INDIVIDUAL
Metropolitana,DELITO_SEXUAL,2023-11-20,2023,11,47,6,5.97,0.03,0.43,INDIVIDUAL
Metropolitana,VIOLENCIA_INTRAFAMILIAR,2023-11-27,2023,11,48,84,78.43,5.57,6.63,INDIVIDUAL
Metropolitana,DELITO_SEXUAL,2023-11-27,2023,11,48,8,7.98,0.02,0.26,INDIVIDUAL
Vélez,HURTO,2023-11-27,2023,11,48,1,0.99,0.01,1.42,INDIVIDUAL
Vélez,DELITO_SEXUAL,2023-11-27,2023,11,48,1,1.02,0.02,2.28,INDIVIDUAL
Yariguíes,DELITO_SEXUAL,2023-11-27,2023,11,48,5,5.76,0.76,15.25,INDIVIDUAL
Vélez,VIOLENCIA_INTRAFAMILIAR,2023-11-27,2023,11,48,5,4.91,0.09,1.86,INDIVIDUAL
Guanentá,VIOLENCIA_INTRAFAMILIAR,2023-11-27,2023,11,48,5,5.14,0.14,2.81,INDIVIDUAL
Comunera,DELITO_SEXUAL,2023-11-27,2023,11,48,2,1.92,0.08,4.19,INDIVIDUAL
García-Rovira,VIOLENCIA_INTRAFAMILIAR,2023-11-27,2023,11,48,1,1.03,0.03,2.7,INDIVIDUAL
Comunera,VIOLENCIA_INTRAFAMILIAR,2023-11-27,2023,11,48,6,6.31,0.31,5.23,INDIVIDUAL
Yariguíes,VIOLENCIA_INTRAFAMILIAR,2023-11-27,2023,11,48,31,30.89,0.11,0.36,INDIVIDUAL
Comunera,DELITO_SEXUAL,2023-12-04,2023,12,49,1,1.13,0.13,13.41,INDIVIDUAL
Metropolitana,DELITO_SEXUAL,2023-12-04,2023,12,49,17,17.08,0.08,0.45,INDIVIDUAL
Yariguíes,HURTO,2023-12-04,2023,12,49,1,1.0,0.0,0.49,INDIVIDUAL
Metropolitana,VIOLENCIA_INTRAFAMILIAR,2023-12-04,2023,12,49,52,56.27,4.27,8.2,INDIVIDUAL
Vélez,VIOLENCIA_INTRAFAMILIAR,2023-12-04,2023,12,49,5,5.19,0.19,3.83,INDIVIDUAL
Guanentá,VIOLENCIA_INTRAFAMILIAR,2023-12-04,2023,12,49,3,3.24,0.24,8.14,INDIVIDUAL
Yariguíes,DELITO_SEXUAL,2023-12-04,2023,12,49,7,7.18,0.18,2.51,INDIVIDUAL
Yariguíes,VIOLENCIA_INTRAFAMILIAR,2023-12-04,2023,12,49,27,26.84,0.16,0.61,INDIVIDUAL
Guanentá,DELITO_SEXUAL,2023-12-04,2023,12,49,1,1.01,0.01,0.64,INDIVIDUAL
Guanentá,HURTO,2023-12-04,2023,12,49,1,1.0,0.0,0.1,POR_TIPO
Comunera,VIOLENCIA_INTRAFAMILIAR,2023-12-04,2023,12,49,2,2.15,0.15,7.28,INDIVIDUAL
García-Rovira,VIOLENCIA_INTRAFAMILIAR,2023-12-04,2023,12,49,1,1.1,0.1,10.3,INDIVIDUAL
Vélez,DELITO_SEXUAL,2023-12-04,2023,12,49,3,3.01,0.01,0.31,INDIVIDUAL
Yariguíes,DELITO_SEXUAL,2023-12-11,2023,12,50,5,5.29,0.29,5.72,INDIVIDUAL
García-Rovira,DELITO_SEXUAL,2023-12-11,2023,12,50,1,0.97,0.03,2.74,INDIVIDUAL
García-Rovira,VIOLENCIA_INTRAFAMILIAR,2023-12-11,2023,12,50,1,1.09,0.09,9.23,INDIVIDUAL
Comunera,DELITO_SEXUAL,2023-12-11,2023,12,50,1,1.18,0.18,17.92,INDIVIDUAL
Soto Norte,VIOLENCIA_INTRAFAMILIAR,2023-12-11,2023,12,50,2,2.6,0.6,30.11,INDIVIDUAL
Yariguíes,HURTO,2023-12-11,2023,12,50,1,1.0,0.0,0.45,INDIVIDUAL
Metropolitana,DELITO_SEXUAL,2023-12-11,2023,12,50,22,21.61,0.39,1.79,INDIVIDUAL
Comunera,VIOLENCIA_INTRAFAMILIAR,2023-12-11,2023,12,50,5,5.35,0.35,7.07,INDIVIDUAL
Guanentá,DELITO_SEXUAL,2023-12-11,2023,12,50,2,1.97,0.03,1.28,INDIVIDUAL
Guanentá,VIOLENCIA_INTRAFAMILIAR,2023-12-11,2023,12,50,9,9.18,0.18,1.96,INDIVIDUAL
Metropolitana,VIOLENCIA_INTRAFAMILIAR,2023-12-11,2023,12,50,54,53.8,0.2,0.37,INDIVIDUAL
Yariguíes,VIOLENCIA_INTRAFAMILIAR,2023-12-11,2023,12,50,29,31.19,2.19,7.54,INDIVIDUAL
Vélez,VIOLENCIA_INTRAFAMILIAR,2023-12-11,2023,12,50,7,7.45,0.45,6.37,INDIVIDUAL
Comunera,DELITO_SEXUAL,2023-12-18,2023,12,51,1,1.26,0.26,26.0,INDIVIDUAL
Metropolitana,DELITO_SEXUAL,2023-12-18,2023,12,51,13,13.24,0.24,1.85,INDIVIDUAL
Comunera,VIOLENCIA_INTRAFAMILIAR,2023-12-18,2023,12,51,4,4.03,0.03,0.75,INDIVIDUAL
Guanentá,VIOLENCIA_INTRAFAMILIAR,2023-12-18,2023,12,51,8,7.8,0.2,2.55,INDIVIDUAL
Yariguíes,VIOLENCIA_INTRAFAMILIAR,2023-12-18,2023,12,51,19,19.63,0.63,3.32,INDIVIDUAL
Metropolitana,VIOLENCIA_INTRAFAMILIAR,2023-12-18,2023,12,51,52,51.13,0.87,1.67,INDIVIDUAL
Yariguíes,DELITO_SEXUAL,2023-12-18,2023,12,51,6,5.84,0.16,2.62,INDIVIDUAL
Vélez,DELITO_SEXUAL,2023-12-18,2023,12,51,2,1.99,0.01,0.36,INDIVIDUAL
Soto Norte,VIOLENCIA_INTRAFAMILIAR,2023-12-18,2023,12,51,1,1.52,0.52,52.01,INDIVIDUAL
Soto Norte,DELITO_SEXUAL,2023-12-18,2023,12,51,1,1.01,0.01,0.96,POR_TIPO
García-Rovira,VIOLENCIA_INTRAFAMILIAR,2023-12-18,2023,12,51,1,1.1,0.1,10.13,INDIVIDUAL
Vélez,VIOLENCIA_INTRAFAMILIAR,2023-12-18,2023,12,51,5,5.06,0.06,1.12,INDIVIDUAL
García-Rovira,VIOLENCIA_INTRAFAMILIAR,2023-12-25,2023,12,52,1,1.09,0.09,8.67,INDIVIDUAL
Yariguíes,VIOLENCIA_INTRAFAMILIAR,2023-12-25,2023,12,52,16,16.51,0.51,3.21,INDIVIDUAL
Vélez,VIOLENCIA_INTRAFAMILIAR,2023-12-25,2023,12,52,4,3.92,0.08,2.05,INDIVIDUAL
Yariguíes,DELITO_SEXUAL,2023-12-25,2023,12,52,2,2.22,0.22,11.09,INDIVIDUAL
Guanentá,VIOLENCIA_INTRAFAMILIAR,2023-12-25,2023,12,52,3,3.04,0.04,1.38,INDIVIDUAL
Metropolitana,DELITO_SEXUAL,2023-12-25,2023,12,52,12,13.0,1.0,8.37,INDIVIDUAL
Metropolitana,VIOLENCIA_INTRAFAMILIAR,2023-12-25,2023,12,52,53,54.64,1.64,3.09,INDIVIDUAL
Comunera,DELITO_SEXUAL,2023-12-25,2023,12,52,2,2.28,0.28,13.81,INDIVIDUAL
Soto Norte,DELITO_SEXUAL,2023-12-25,2023,12,52,1,1.02,0.02,2.28,POR_TIPO
Comunera,VIOLENCIA_INTRAFAMILIAR,2023-12-25,2023,12,52,4,4.18,0.18,4.62,INDIVIDUAL
Vélez,DELITO_SEXUAL,2023-12-25,2023,12,52,2,1.98,0.02,0.88,INDIVIDUAL
Guanentá,VIOLENCIA_INTRAFAMILIAR,2024-01-01,2024,1,1,6,5.82,0.18,3.07,INDIVIDUAL
García-Rovira,VIOLENCIA_INTRAFAMILIAR,2024-01-01,2024,1,1,3,2.98,0.02,0.57,INDIVIDUAL
Vélez,HURTO,2024-01-01,2024,1,1,1,1.03,0.03,3.44,INDIVIDUAL
Comunera,VIOLENCIA_INTRAFAMILIAR,2024-01-01,2024,1,1,2,2.18,0.18,9.04,INDIVIDUAL
Vélez,DELITO_SEXUAL,2024-01-01,2024,1,1,4,4.7,0.7,17.39,INDIVIDUAL
Metropolitana,DELITO_SEXUAL,2024-01-01,2024,1,1,19,18.61,0.39,2.05,INDIVIDUAL
Yariguíes,DELITO_SEXUAL,2024-01-01,2024,1,1,7,6.54,0.46,6.61,INDIVIDUAL
Vélez,VIOLENCIA_INTRAFAMILIAR,2024-01-01,2024,1,1,9,8.61,0.39,4.36,INDIVIDUAL
Yariguíes,VIOLENCIA_INTRAFAMILIAR,2024-01-01,2024,1,1,29,28.67,0.33,1.15,INDIVIDUAL
Metropolitana,VIOLENCIA_INTRAFAMILIAR,2024-01-01,2024,1,1,56,56.54,0.54,0.96,INDIVIDUAL
Comunera,DELITO_SEXUAL,2024-01-08,2024,1,2,2,2.0,0.0,0.08,INDIVIDUAL
Yariguíes,DELITO_SEXUAL,2024-01-08,2024,1,2,3,3.0,0.0,0.05,INDIVIDUAL
Metropolitana,DELITO_SEXUAL,2024-01-08,2024,1,2,13,12.78,0.22,1.69,INDIVIDUAL
Yariguíes,HURTO,2024-01-08,2024,1,2,1,0.98,0.02,2.35,INDIVIDUAL
Yariguíes,VIOLENCIA_INTRAFAMILIAR,2024-01-08,2024,1,2,17,17.1,0.1,0.58,INDIVIDUAL
Vélez,VIOLENCIA_INTRAFAMILIAR,2024-01-08,2024,1,2,4,4.01,0.01,0.36,INDIVIDUAL
García-Rovira,DELITO_SEXUAL,2024-01-08,2024,1,2,1,0.96,0.04,4.48,INDIVIDUAL
Vélez,DELITO_SEXUAL,2024-01-08,2024,1,2,2,2.03,0.03,1.53,INDIVIDUAL
Metropolitana,VIOLENCIA_INTRAFAMILIAR,2024-01-08,2024,1,2,48,46.56,1.44,3.0,INDIVIDUAL
Metropolitana,VIOLENCIA_INTRAFAMILIAR,2024-01-15,2024,1,3,45,44.63,0.37,0.81,INDIVIDUAL
Yariguíes,DELITO_SEXUAL,2024-01-15,2024,1,3,7,6.98,0.02,0.32,INDIVIDUAL
García-Rovira,DELITO_SEXUAL,2024-01-15,2024,1,3,1,0.98,0.02,2.0,INDIVIDUAL
Comunera,VIOLENCIA_INTRAFAMILIAR,2024-01-15,2024,1,3,3,3.1,0.1,3.28,INDIVIDUAL
Vélez,DELITO_SEXUAL,2024-01-15,2024,1,3,2,2.12,0.12,5.76,INDIVIDUAL
Yariguíes,VIOLENCIA_INTRAFAMILIAR,2024-01-15,2024,1,3,31,31.14,0.14,0.44,INDIVIDUAL
Vélez,HURTO,2024-01-15,2024,1,3,1,1.05,0.05,4.61,INDIVIDUAL
Vélez,VIOLENCIA_INTRAFAMILIAR,2024-01-15,2024,1,3,8,7.42,0.58,7.21,INDIVIDUAL
Soto Norte,VIOLENCIA_INTRAFAMILIAR,2024-01-15,2024,1,3,2,2.54,0.54,27.16,INDIVIDUAL
Metropolitana,DELITO_SEXUAL,2024-01-15,2024,1,3,11,10.83,0.17,1.57,INDIVIDUAL
Guanentá,VIOLENCIA_INTRAFAMILIAR,2024-01-15,2024,1,3,3,2.99,0.01,0.32,INDIVIDUAL
Vélez,VIOLENCIA_INTRAFAMILIAR,2024-01-22,2024,1,4,5,5.64,0.64,12.76,INDIVIDUAL
Yariguíes,VIOLENCIA_INTRAFAMILIAR,2024-01-22,2024,1,4,32,32.16,0.16,0.5,INDIVIDUAL
Comunera,DELITO_SEXUAL,2024-01-22,2024,1,4,1,1.09,0.09,8.78,INDIVIDUAL
Soto Norte,VIOLENCIA_INTRAFAMILIAR,2024-01-22,2024,1,4,1,1.33,0.33,33.07,INDIVIDUAL
Yariguíes,HURTO,2024-01-22,2024,1,4,1,1.0,0.0,0.35,INDIVIDUAL
Metropolitana,DELITO_SEXUAL,2024-01-22,2024,1,4,7,7.48,0.48,6.87,INDIVIDUAL
Comunera,VIOLENCIA_INTRAFAMILIAR,2024-01-22,2024,1,4,2,2.19,0.19,9.7,INDIVIDUAL
Guanentá,DELITO_SEXUAL,2024-01-22,2024,1,4,1,1.0,0.0,0.37,INDIVIDUAL
Guanentá,VIOLENCIA_INTRAFAMILIAR,2024-01-22,2024,1,4,4,3.84,0.16,4.12,INDIVIDUAL
Yariguíes,DELITO_SEXUAL,2024-01-22,2024,1,4,4,4.47,0.47,11.85,INDIVIDUAL
Vélez,DELITO_SEXUAL,2024-01-22,2024,1,4,1,1.03,0.03,3.07,INDIVIDUAL
Metropolitana,VIOLENCIA_INTRAFAMILIAR,2024-01-22,2024,1,4,55,56.21,1.21,2.2,INDIVIDUAL
Vélez,VIOLENCIA_INTRAFAMILIAR,2024-01-29,2024,1,5,10,9.75,0.25,2.53,INDIVIDUAL
Metropolitana,DELITO_SEXUAL,2024-01-29,2024,1,5,9,8.66,0.34,3.75,INDIVIDUAL
Yariguíes,DELITO_SEXUAL,2024-01-29,2024,1,5,4,3.96,0.04,0.96,INDIVIDUAL
Yariguíes,VIOLENCIA_INTRAFAMILIAR,2024-01-29,2024,1,5,37,38.76,1.76,4.76,INDIVIDUAL
Yariguíes,HURTO,2024-01-29,2024,1,5,1,0.99,0.01,0.97,INDIVIDUAL
Guanentá,DELITO_SEXUAL,2024-01-29,2024,1,5,1,0.99,0.01,0.52,INDIVIDUAL
Comunera,VIOLENCIA_INTRAFAMILIAR,2024-01-29,2024,1,5,3,3.11,0.11,3.51,INDIVIDUAL
Vélez,DELITO_SEXUAL,2024-01-29,2024,1,5,2,2.03,0.03,1.74,INDIVIDUAL
Metropolitana,VIOLENCIA_INTRAFAMILIAR,2024-01-29,2024,1,5,54,51.47,2.53,4.68,INDIVIDUAL
Guanentá,VIOLENCIA_INTRAFAMILIAR,2024-01-29,2024,1,5,2,2.26,0.26,13.09,INDIVIDUAL
García-Rovira,VIOLENCIA_INTRAFAMILIAR,2024-01-29,2024,1,5,3,3.31,0.31,10.45,INDIVIDUAL
Vélez,VIOLENCIA_INTRAFAMILIAR,2024-02-05,2024,2,6,6,6.02,0.02,0.29,INDIVIDUAL
Guanentá,HURTO,2024-02-05,2024,2,6,2,1.98,0.02,0.88,POR_TIPO
Comunera,DELITO_SEXUAL,2024-02-05,2024,2,6,2,1.86,0.14,6.8,INDIVIDUAL
Metropolitana,VIOLENCIA_INTRAFAMILIAR,2024-02-05,2024,2,6,60,57.77,2.23,3.71,INDIVIDUAL
Comunera,VIOLENCIA_INTRAFAMILIAR,2024-02-05,2024,2,6,9,6.89,2.11,23.44,INDIVIDUAL
Guanentá,VIOLENCIA_INTRAFAMILIAR,2024-02-05,2024,2,6,5,5.07,0.07,1.41,INDIVIDUAL
Metropolitana,DELITO_SEXUAL,2024-02-05,2024,2,6,11,10.66,0.34,3.11,INDIVIDUAL
Vélez,HURTO,2024-02-05,2024,2,6,1,1.09,0.09,8.73,INDIVIDUAL
Soto Norte,DELITO_SEXUAL,2024-02-05,2024,2,6,1,1.01,0.01,1.2,POR_TIPO
Yariguíes,VIOLENCIA_INTRAFAMILIAR,2024-02-05,2024,2,6,26,29.7,3.7,14.24,INDIVIDUAL
Yariguíes,HURTO,2024-02-05,2024,2,6,2,1.98,0.02,1.21,INDIVIDUAL
Yariguíes,DELITO_SEXUAL,2024-02-05,2024,2,6,5,5.05,0.05,0.93,INDIVIDUAL
Guanentá,VIOLENCIA_INTRAFAMILIAR,2024-02-12,2024,2,7,5,5.08,0.08,1.55,INDIVIDUAL
Metropolitana,DELITO_SEXUAL,2024-02-12,2024,2,7,4,3.53,0.47,11.66,INDIVIDUAL
Yariguíes,VIOLENCIA_INTRAFAMILIAR,2024-02-12,2024,2,7,22,21.25,0.75,3.39,INDIVIDUAL
Metropolitana,VIOLENCIA_INTRAFAMILIAR,2024-02-12,2024,2,7,100,81.56,18.44,18.44,INDIVIDUAL
Yariguíes,HURTO,2024-02-12,2024,2,7,1,0.98,0.02,1.75,INDIVIDUAL
Comunera,HURTO,2024-02-12,2024,2,7,1,1.0,0.0,0.17,POR_TIPO
Vélez,HURTO,2024-02-12,2024,2,7,2,2.64,0.64,32.02,INDIVIDUAL
García-Rovira,VIOLENCIA_INTRAFAMILIAR,2024-02-12,2024,2,7,4,5.54,1.54,38.39,INDIVIDUAL
Comunera,VIOLENCIA_INTRAFAMILIAR,2024-02-12,2024,2,7,1,1.06,0.06,6.38,INDIVIDUAL
Vélez,DELITO_SEXUAL,2024-02-12,2024,2,7,2,2.08,0.08,4.03,INDIVIDUAL
Comunera,DELITO_SEXUAL,2024-02-12,2024,2,7,2,1.93,0.07,3.7,INDIVIDUAL
Yariguíes,DELITO_SEXUAL,2024-02-12,2024,2,7,7,6.73,0.27,3.87,INDIVIDUAL
Vélez,VIOLENCIA_INTRAFAMILIAR,2024-02-12,2024,2,7,9,9.58,0.58,6.41,INDIVIDUAL
García-Rovira,VIOLENCIA_INTRAFAMILIAR,2024-02-19,2024,2,8,1,1.06,0.06,5.88,INDIVIDUAL
Vélez,VIOLENCIA_INTRAFAMILIAR,2024-02-19,2024,2,8,7,6.5,0.5,7.17,INDIVIDUAL
Guanentá,DELITO_SEXUAL,2024-02-19,2024,2,8,3,2.98,0.02,0.83,INDIVIDUAL
Vélez,DELITO_SEXUAL,2024-02-19,2024,2,8,3,2.92,0.08,2.5,INDIVIDUAL
Yariguíes,VIOLENCIA_INTRAFAMILIAR,2024-02-19,2024,2,8,35,34.06,0.94,2.7,INDIVIDUAL
García-Rovira,DELITO_SEXUAL,2024-02-19,2024,2,8,2,2.27,0.27,13.42,INDIVIDUAL
Yariguíes,DELITO_SEXUAL,2024-02-19,2024,2,8,5,5.07,0.07,1.45,INDIVIDUAL
Metropolitana,DELITO_SEXUAL,2024-02-19,2024,2,8,8,8.59,0.59,7.33,INDIVIDUAL
Comunera,DELITO_SEXUAL,2024-02-19,2024,2,8,1,0.95,0.05,4.93,INDIVIDUAL
Metropolitana,VIOLENCIA_INTRAFAMILIAR,2024-02-19,2024,2,8,58,62.79,4.79,8.26,INDIVIDUAL
Guanentá,VIOLENCIA_INTRAFAMILIAR,2024-02-19,2024,2,8,7,6.76,0.24,3.38,INDIVIDUAL
Comunera,VIOLENCIA_INTRAFAMILIAR,2024-02-19,2024,2,8,5,5.62,0.62,12.31,INDIVIDUAL
Yariguíes,DELITO_SEXUAL,2024-02-26,2024,2,9,7,6.97,0.03,0.44,INDIVIDUAL
Comunera,DELITO_SEXUAL,2024-02-26,2024,2,9,1,0.97,0.03,2.88,INDIVIDUAL
Metropolitana,HURTO,2024-02-26,2024,2,9,1,1.0,0.0,0.31,POR_TIPO
Vélez,DELITO_SEXUAL,2024-02-26,2024,2,9,2,1.95,0.05,2.46,INDIVIDUAL
García-Rovira,DELITO_SEXUAL,2024-02-26,2024,2,9,1,0.99,0.01,1.39,INDIVIDUAL
Metropolitana,VIOLENCIA_INTRAFAMILIAR,2024-02-26,2024,2,9,68,66.12,1.88,2.77,INDIVIDUAL
Vélez,VIOLENCIA_INTRAFAMILIAR,2024-02-26,2024,2,9,7,7.25,0.25,3.58,INDIVIDUAL
Comunera,VIOLENCIA_INTRAFAMILIAR,2024-02-26,2024,2,9,3,3.04,0.04,1.35,INDIVIDUAL
Guanentá,DELITO_SEXUAL,2024-02-26,2024,2,9,1,1.0,0.0,0.08,INDIVIDUAL
Metropolitana,DELITO_SEXUAL,2024-02-26,2024,2,9,10,10.15,0.15,1.49,INDIVIDUAL
Yariguíes,VIOLENCIA_INTRAFAMILIAR,2024-02-26,2024,2,9,32,31.3,0.7,2.2,INDIVIDUAL
Guanentá,VIOLENCIA_INTRAFAMILIAR,2024-02-26,2024,2,9,2,2.06,0.06,3.05,INDIVIDUAL
Guanentá,VIOLENCIA_INTRAFAMILIAR,2024-03-04,2024,3,10,3,3.22,0.22,7.21,INDIVIDUAL
Yariguíes,DELITO_SEXUAL,2024-03-04,2024,3,10,5,4.92,0.08,1.54,INDIVIDUAL
Vélez,VIOLENCIA_INTRAFAMILIAR,2024-03-04,2024,3,10,8,7.97,0.03,0.32,INDIVIDUAL
Soto Norte,VIOLENCIA_INTRAFAMILIAR,2024-03-04,2024,3,10,1,1.35,0.35,35.08,INDIVIDUAL
Comunera,DELITO_SEXUAL,2024-03-04,2024,3,10,3,2.98,0.02,0.76,INDIVIDUAL
Metropolitana,DELITO_SEXUAL,2024-03-04,2024,3,10,8,7.97,0.03,0.43,INDIVIDUAL
García-Rovira,DELITO_SEXUAL,2024-03-04,2024,3,10,1,0.99,0.01,1.02,INDIVIDUAL
Vélez,DELITO_SEXUAL,2024-03-04,2024,3,10,3,2.95,0.05,1.74,INDIVIDUAL
Comunera,VIOLENCIA_INTRAFAMILIAR,2024-03-04,2024,3,10,11,7.6,3.4,30.94,INDIVIDUAL
Guanentá,DELITO_SEXUAL,2024-03-04,2024,3,10,3,2.98,0.02,0.69,INDIVIDUAL
Yariguíes,VIOLENCIA_INTRAFAMILIAR,2024-03-04,2024,3,10,35,35.44,0.44,1.24,INDIVIDUAL
Metropolitana,VIOLENCIA_INTRAFAMILIAR,2024-03-04,2024,3,10,68,69.55,1.55,2.28,INDIVIDUAL
Yariguíes,VIOLENCIA_INTRAFAMILIAR,2024-03-11,2024,3,11,29,30.59,1.59,5.47,INDIVIDUAL
Metropolitana,VIOLENCIA_INTRAFAMILIAR,2024-03-11,2024,3,11,75,71.38,3.62,4.83,INDIVIDUAL
Comunera,VIOLENCIA_INTRAFAMILIAR,2024-03-11,2024,3,11,9,7.14,1.86,20.69,INDIVIDUAL
Yariguíes,HURTO,2024-03-11,2024,3,11,3,3.22,0.22,7.32,INDIVIDUAL
García-Rovira,VIOLENCIA_INTRAFAMILIAR,2024-03-11,2024,3,11,1,0.99,0.01,0.56,INDIVIDUAL
Comunera,DELITO_SEXUAL,2024-03-11,2024,3,11,2,1.93,0.07,3.27,INDIVIDUAL
Vélez,DELITO_SEXUAL,2024-03-11,2024,3,11,12,6.94,5.06,42.17,INDIVIDUAL
Yariguíes,DELITO_SEXUAL,2024-03-11,2024,3,11,8,8.49,0.49,6.16,INDIVIDUAL
Guanentá,VIOLENCIA_INTRAFAMILIAR,2024-03-11,2024,3,11,7,7.34,0.34,4.81,INDIVIDUAL
Metropolitana,DELITO_SEXUAL,2024-03-11,2024,3,11,18,11.75,6.25,34.74,INDIVIDUAL
Vélez,HURTO,2024-03-11,2024,3,11,1,1.26,0.26,25.53,INDIVIDUAL
Vélez,VIOLENCIA_INTRAFAMILIAR,2024-03-11,2024,3,11,13,9.95,3.05,23.44,INDIVIDUAL
Guanentá,VIOLENCIA_INTRAFAMILIAR,2024-03-18,2024,3,12,13,10.77,2.23,17.13,INDIVIDUAL
Comunera,DELITO_SEXUAL,2024-03-18,2024,3,12,1,0.98,0.02,2.24,INDIVIDUAL
Guanentá,DELITO_SEXUAL,2024-03-18,2024,3,12,4,4.75,0.75,18.75,INDIVIDUAL
Yariguíes,DELITO_SEXUAL,2024-03-18,2024,3,12,8,7.84,0.16,2.01,INDIVIDUAL
Vélez,DELITO_SEXUAL,2024-03-18,2024,3,12,3,2.79,0.21,6.99,INDIVIDUAL
Metropolitana,VIOLENCIA_INTRAFAMILIAR,2024-03-18,2024,3,12,68,68.78,0.78,1.15,INDIVIDUAL
Vélez,HURTO,2024-03-18,2024,3,12,1,1.22,0.22,21.99,INDIVIDUAL
Vélez,VIOLENCIA_INTRAFAMILIAR,2024-03-18,2024,3,12,8,9.19,1.19,14.9,INDIVIDUAL
Comunera,VIOLENCIA_INTRAFAMILIAR,2024-03-18,2024,3,12,3,2.8,0.2,6.68,INDIVIDUAL
Soto Norte,VIOLENCIA_INTRAFAMILIAR,2024-03-18,2024,3,12,1,1.35,0.35,34.98,INDIVIDUAL
Yariguíes,VIOLENCIA_INTRAFAMILIAR,2024-03-18,2024,3,12,20,19.65,0.35,1.73,INDIVIDUAL
Yariguíes,HURTO,2024-03-18,2024,3,12,1,1.01,0.01,0.88,INDIVIDUAL
Metropolitana,DELITO_SEXUAL,2024-03-18,2024,3,12,7,7.11,0.11,1.6,INDIVIDUAL
Metropolitana,HURTO,2024-03-18,2024,3,12,1,1.0,0.0,0.14,POR_TIPO
Yariguíes,DELITO_SEXUAL,2024-03-25,2024,3,13,6,5.9,0.1,1.67,INDIVIDUAL
Vélez,DELITO_SEXUAL,2024-03-25,2024,3,13,1,1.05,0.05,4.79,INDIVIDUAL
Guanentá,VIOLENCIA_INTRAFAMILIAR,2024-03-25,2024,3,13,5,5.84,0.84,16.83,INDIVIDUAL
Metropolitana,VIOLENCIA_INTRAFAMILIAR,2024-03-25,2024,3,13,43,45.64,2.64,6.13,INDIVIDUAL
Comunera,VIOLENCIA_INTRAFAMILIAR,2024-03-25,2024,3,13,3,2.92,0.08,2.6,INDIVIDUAL
Comunera,DELITO_SEXUAL,2024-03-25,2024,3,13,1,0.99,0.01,1.24,INDIVIDUAL
Soto Norte,VIOLENCIA_INTRAFAMILIAR,2024-03-25,2024,3,13,2,2.42,0.42,20.92,INDIVIDUAL
Yariguíes,VIOLENCIA_INTRAFAMILIAR,2024-03-25,2024,3,13,17,17.29,0.29,1.68,INDIVIDUAL
Metropolitana,DELITO_SEXUAL,2024-03-25,2024,3,13,15,15.35,0.35,2.33,INDIVIDUAL
García-Rovira,DELITO_SEXUAL,2024-03-25,2024,3,13,2,2.06,0.06,3.22,INDIVIDUAL
Vélez,VIOLENCIA_INTRAFAMILIAR,2024-03-25,2024,3,13,4,3.95,0.05,1.25,INDIVIDUAL
García-Rovira,DELITO_SEXUAL,2024-04-01,2024,4,14,1,0.96,0.04,4.18,INDIVIDUAL
Vélez,DELITO_SEXUAL,2024-04-01,2024,4,14,9,5.74,3.26,36.21,INDIVIDUAL
Guanentá,VIOLENCIA_INTRAFAMILIAR,2024-04-01,2024,4,14,4,4.13,0.13,3.29,INDIVIDUAL
Metropolitana,DELITO_SEXUAL,2024-04-01,2024,4,14,13,12.87,0.13,1.02,INDIVIDUAL
Metropolitana,VIOLENCIA_INTRAFAMILIAR,2024-04-01,2024,4,14,58,58.51,0.51,0.87,INDIVIDUAL
